证券代码,订单日期,证券名称,订单等级,订单数量,订单金额,折扣点,运输方式,2018净利润（万元）,单价,运输成本,区域,省份,产品类型,行业类别,产品名称,产品包箱,运输日期
3970,2012/3/26 0:00,邱中立,中级,39,1032.97,0.07,火车,397.15,28.48,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/3/28 0:00
3973,2012/3/23 0:00,夏虎,其它,21,316.35,0.06,火车,117.91,15.68,3.73,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/3/25 0:00
4162,2012/2/9 0:00,吴可飞,低级,2,381.6,0.1,火车,-319.02,193.17,19.99,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/13 0:00
4193,2009/1/8 0:00,王彪,高级,16,64.29,0.07,火车,14.42,4.13,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/8 0:00
4550,2009/12/28 0:00,宋小俊,高级,32,3730.54,0.07,大卡,1369.09,119.99,16.8,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/12/30 0:00
4578,2012/9/12 0:00,刘小俊,低级,45,282.71,0.09,火车,-141.44,6.48,6.74,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/17 0:00
4578,2012/9/12 0:00,刘小俊,低级,48,724.13,0.01,火车,-250.53,14.81,13.32,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/19 0:00
4579,2011/11/30 0:00,朱伟,高级,40,1765.05,0.05,火车,749.22,43.41,2.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/1 0:00
4581,2012/9/3 0:00,闯洋,其它,25,2325.42,0.02,火车,739.91,90.48,19.99,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/5 0:00
4935,2010/5/24 0:00,王曦敏,其它,30,106.64,0.1,火车,-31.95,3.68,1.32,华南,广西,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/5/27 0:00
4965,2010/10/20 0:00,武骏,低级,14,1068.79,0.07,火车,56.05,76.72,19.95,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/10/20 0:00
5222,2009/5/26 0:00,张玉,其它,40,14451.75,0.01,大卡,4503.63,349.45,60,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/5/27 0:00
5350,2010/10/9 0:00, 周游,低级,50,7017.42,0.08,火车,595.2,140.85,19.99,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/16 0:00
5378,2012/10/24 0:00,邱伟民,中级,6,54.28,0.01,空运,-11.98,6.24,5.22,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/10/26 0:00
5543,2010/9/24 0:00,陈锋,中级,15,703.54,0.04,火车,138.46,48.58,3.99,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/9/26 0:00
5635,2012/8/15 0:00,周欣 ,中级,17,198.78,0.02,火车,-28.35,11.5,7.19,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/17 0:00
5699,2012/7/29 0:00,范瑛杰,低级,2,9.25,0.01,火车,-4.21,4.13,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/3 0:00
5920,2009/11/19 0:00,温宇震,高级,4,582.59,0.07,火车,-121.75,155.06,7.07,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/19 0:00
5954,2012/12/2 0:00,张涛,中级,32,18316.3,0.06,大卡,4569.06,596.98,14.7,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/12/4 0:00
6020,2009/9/21 0:00,谢纬凡,中级,23,66.09,0.09,火车,13.71,2.88,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/23 0:00
6182,2012/7/21 0:00,赵正玉 ,低级,40,255.48,0.04,火车,-116.79,6.48,6.65,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/28 0:00
6183,2012/6/15 0:00,邓鹏,中级,41,1991.93,0.02,火车,951.5,48.94,5.86,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/16 0:00
6625,2010/8/15 0:00,刘小俊,高级,23,21062.91,0.01,大卡,5713.53,880.98,44.55,华南,广西,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/8/17 0:00
6661,2010/4/16 0:00,吴胡媛,低级,47,19224.92,0.1,大卡,6635.15,449.99,49,华南,广西,技术产品,复印机、传真机,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/4/20 0:00
6695,2012/6/27 0:00,俞龙丽,低级,49,295.24,0.08,空运,-279.93,5.81,8.49,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/6/27 0:00
6720,2010/9/9 0:00,周桐  ,其它,31,164.62,0.03,火车,-93.71,5.18,5.74,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/9/10 0:00
6727,2009/8/29 0:00,范晓楠,低级,12,33.43,0.06,火车,8.47,2.89,0.5,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/29 0:00
6885,2012/6/19 0:00,高克强,低级,4,481.27,0.02,大卡,-181.27,113.98,30,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/6/21 0:00
7078,2010/4/11 0:00,陆玉英,高级,9,112.12,0.01,火车,-8.45,11.33,6.12,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2010/4/13 0:00
7078,2010/4/11 0:00,陆玉英,高级,11,49.58,0.1,空运,-47.02,3.36,6.27,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/12 0:00
7427,2012/12/15 0:00,陈正立,其它,47,16002.29,0.09,火车,4604.79,363.25,19.99,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/15 0:00
7430,2010/6/8 0:00,林纬凡,中级,50,751.77,0.05,火车,353.2,15.67,1.39,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/9 0:00
7653,2012/2/27 0:00,杨雅昆,中级,32,1425.06,0.1,火车,597.31,48.04,5.09,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/1 0:00
7680,2011/4/8 0:00,金城,其它,32,1141.37,0.04,火车,-0.14,35.44,19.99,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/8 0:00
7744,2009/11/17 0:00,李丹丹,低级,26,4286.55,0.07,火车,1416.7,172.99,19.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/17 0:00
7751,2012/12/23 0:00,贺军,其它,45,4547.9,0.01,大卡,-768.14,95.98,58.2,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/12/24 0:00
8034,2012/1/19 0:00,朱洪利,高级,13,238.43,0.02,火车,-36.11,16.99,8.99,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/1/20 0:00
8133,2011/2/26 0:00,丁义 ,中级,11,405.53,0.04,火车,130.52,35.44,5.09,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/27 0:00
8161,2009/6/3 0:00,包婧,高级,45,112.72,0.09,火车,39.19,2.61,0.5,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/5 0:00
8162,2009/10/7 0:00,崔晨,中级,25,670.39,0.03,火车,-82.26,27.48,4,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/8 0:00
65,2011/3/17 0:00,李丹,中级,32,3812.73,0.02,火车,1470.3,115.79,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/3/18 0:00
129,2012/11/18 0:00,黄东亮,低级,4,32.72,0.09,火车,-22.59,6.48,8.19,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/11/27 0:00
195,2010/12/27 0:00,吕果 ,中级,34,1315.74,0.03,火车,260.87,36.55,13.89,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/12/29 0:00
293,2012/10/1 0:00,谢平安,高级,49,10123.02,0.07,大卡,457.81,208.16,68.02,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/10/2 0:00
359,2009/12/18 0:00,孙婷露,中级,30,3659.66,0.08,大卡,-500.38,124.49,51.94,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/12/19 0:00
386,2011/1/24 0:00,宝艳,高级,4,14.96,0.02,火车,-0.03,3.69,0.5,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/26 0:00
386,2011/1/24 0:00,宝艳,高级,4,15.69,0.09,火车,-1.59,3.85,0.7,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/1/26 0:00
450,2011/3/4 0:00,田凤琴,其它,35,543.72,0.05,火车,-211.13,15.7,11.25,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/3/6 0:00
454,2011/12/26 0:00,高瑞昌,低级,42,234.2,0.09,火车,56.22,6.08,1.82,华南,广西,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/12/28 0:00
548,2009/9/20 0:00,杨子梅,中级,41,129.49,0.04,火车,36.02,3.08,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/21 0:00
738,2010/3/1 0:00,牛莉丽,其它,31,189.95,0.08,火车,-56.68,6.48,5.14,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/2 0:00
871,2011/11/14 0:00,唐晨,低级,17,104.94,0.06,火车,-34.97,6.24,5.22,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/14 0:00
896,2010/3/8 0:00,包若男,中级,50,1246.52,0.01,火车,52.48,24.92,12.98,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/8 0:00
898,2010/6/2 0:00,刘珩,高级,40,676.13,0.03,火车,45.39,15.98,6.5,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/4 0:00
933,2012/8/4 0:00,邱梦霞,其它,15,80.61,0.02,火车,-4.72,5.28,2.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/4 0:00
960,2009/9/20 0:00,肖杜明,中级,46,605.97,0.07,火车,-22.72,13.73,6.85,华南,广西,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/9/21 0:00
967,2012/6/20 0:00,张俊鹏,中级,6,90.56,0.03,火车,-37.58,13.99,7.51,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2012/6/22 0:00
967,2012/6/20 0:00,张俊鹏,中级,42,1634.9,0.01,火车,502.42,37.74,2.9,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/6/21 0:00
998,2009/11/25 0:00,吴天骄,其它,16,248.26,0.07,火车,93.8,15.74,1.39,华南,广西,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/26 0:00
1154,2012/2/14 0:00,张子良,中级,11,663.784,0.25,火车,-481.04,71.37,69,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/2/16 0:00
1221,2012/4/18 0:00,韩庆峰,其它,11,10145.14,0.03,火车,3724.57,896.99,19.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/20 0:00
1222,2010/2/4 0:00,杨婷,中级,48,257.39,0.08,火车,-121.91,5.28,5.57,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/4 0:00
1280,2010/1/10 0:00,郑帅,低级,40,827.27,0.05,火车,-170.87,20.97,6.5,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/10 0:00
1414,2011/8/15 0:00,王一楠 ,中级,44,4530.96,0.07,大卡,-993.35,105.49,41.64,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/8/15 0:00
1539,2011/3/9 0:00,祁新平,低级,38,184.99,0.05,火车,-144.55,4.89,4.93,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/3/14 0:00
1540,2012/8/4 0:00,周飞,高级,30,80.9,0.09,火车,5.76,2.88,0.7,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/8/6 0:00
1573,2012/12/27 0:00,姜昊,高级,13,759.94,0.09,大卡,-226.45,60.89,32.41,华南,广西,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/12/29 0:00
1575,2011/9/12 0:00,唐晨,中级,26,133.65,0.05,火车,56.28,4.98,0.8,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/9/14 0:00
1701,2012/5/18 0:00,魏松敏,高级,49,2047.58,0.01,火车,902.62,40.98,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/5/20 0:00
1953,2010/11/29 0:00,孙利建,中级,13,137.64,0.06,火车,19.59,10.91,2.99,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/11/29 0:00
1985,2009/9/1 0:00,余勇进,其它,33,15464.01,0.05,大卡,4407.44,535.64,14.7,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/9/3 0:00
2247,2012/8/1 0:00,邱纯青,其它,6,21134.71,0.06,大卡,-4266.09,3502.14,8.73,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/8/3 0:00
2436,2011/9/10 0:00,赵子武,其它,14,330.21,0.07,空运,83.24,22.84,5.47,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/13 0:00
2560,2012/9/4 0:00,郭玲玲,中级,32,731.22,0,火车,-84.07,20.97,6.5,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/5 0:00
2560,2012/9/4 0:00,郭玲玲,中级,23,114.14,0.07,火车,-65.62,4.98,5.49,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/6 0:00
2562,2012/7/31 0:00,邱伟,中级,17,821.18,0.04,空运,308.63,48.91,5.81,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/1 0:00
2656,2010/5/3 0:00,罗静,中级,29,913.41,0.01,火车,237.14,35.99,1.25,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/5/5 0:00
2691,2012/4/29 0:00,金相城,低级,14,3363.14,0.1,大卡,98.75,260.98,41.91,华南,广西,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/5/8 0:00
2752,2010/11/18 0:00,王雨,高级,30,695.47,0.03,火车,226.73,22.98,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/11/20 0:00
2791,2009/10/9 0:00,杨争,高级,47,191.67,0,火车,-236.27,3.89,7.01,华南,广西,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/9 0:00
2912,2012/3/11 0:00,李丹,低级,9,507.98,0.05,空运,170.9,55.98,4.86,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/18 0:00
2915,2009/3/30 0:00,史小明,低级,41,231.26,0.07,火车,32.83,5.98,0.96,华南,广西,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/4/3 0:00
19744,2010/3/14 0:00,俞龙丽,中级,41,478.38,0.09,火车,-34.39,11.97,4.98,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/16 0:00
19905,2012/8/12 0:00,俞勇浩,中级,25,13701.35,0.01,大卡,-3687.65,550.98,64.59,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/8/14 0:00
19974,2010/11/3 0:00,刘波,高级,14,3830.84,0.1,大卡,635.33,279.81,23.19,华南,广西,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/11/5 0:00
20102,2011/6/5 0:00,邱景涛,高级,15,333.3,0.03,火车,71.04,22.24,1.99,华南,广西,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/6/6 0:00
20103,2010/2/11 0:00,肖明,中级,30,314.93,0,火车,-17.5,9.99,6.24,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2010/2/12 0:00
20128,2009/8/31 0:00,邱庆峰,其它,5,515.22,0.03,火车,-152.54,95.43,19.99,华南,广西,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/2 0:00
20160,2011/10/22 0:00,张牡丹 ,低级,42,435.24,0.08,空运,174.89,10.31,1.79,华南,广西,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/10/24 0:00
20451,2012/5/25 0:00,吕莉丽,中级,17,9150.09,0.1,大卡,-1331.55,550.98,45.7,华南,广西,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/5/27 0:00
20453,2011/3/10 0:00,任克强,中级,17,1193.1195,0.08,空运,137.59,85.99,0.99,华南,广西,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/3/12 0:00
20519,2009/4/10 0:00,吕果 ,高级,7,124.19,0.03,火车,-53.3,15.99,11.28,华南,广西,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/4/11 0:00
20704,2010/2/10 0:00,陈梅,低级,1,5.63,0.03,火车,-3.55,4.71,0.7,华南,广西,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/2/10 0:00
20704,2010/2/10 0:00,陈梅,低级,5,16.48,0.06,火车,-0.33,3.08,0.99,华南,广西,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/15 0:00
